conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,gospodarka odpadami,released,knowledge,cross-sector,,"Metody, materiały i regulacje stosowane do zbierania, transportu, uzdatniania i unieszkodliwiania odpadów. Obejmują one recykling i monitorowanie unieszkodliwiania odpadów.",http://data.europa.eu/esco/isced-f/1021,usługi sanitarne komunalne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,utylizować odpady niebezpieczne,released,skill/competence,cross-sector,,"Utylizować materiały niebezpieczne, takie jak substancje chemiczne lub radioaktywne, zgodnie z przepisami ochrony środowiska oraz BHP.",http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,stosować środki bezpieczeństwa w miejscu pracy | obsługa i unieszkodliwianie materiałów niebezpiecznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,oceniać wpływ działalności w dziedzinie akwakultury na środowisko,released,skill/competence,sector-specific,,"Mierzyć wpływ działalności firmowej akwakultury na środowisko. Brać pod uwagę takie czynniki, jak jakość wód morskich i powierzchniowych, siedliska ryb i roślin morskich oraz zagrożenia dotyczące jakości powietrza, zapachu i hałasu.",http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,mierzyć wpływ określonej działalności w dziedzinie akwakultury | oceniać wpływ na środowisko | monitorowanie warunków środowiskowych | zarządzać wpływem oddziaływań na środowisko
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41bbfa08-ce0b-478f-beaa-f51c62e61796,montować okna dachowe,released,skill/competence,sector-specific,,"Montować różne rodzaje okien dachowych, takie jak świetlik, okna dachowe i okna na dach płaski.",http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,instalacja i montaż wyposażenia budynków
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,zrównoważona gospodarka leśna,released,knowledge,sector-specific,,"Gospodarowanie lasami i gruntami leśnymi oraz wykorzystanie ich w taki sposób i z taką intensywnością, by utrzymać ich bioróżnorodność, wydajność, potencjał regeneracyjny, żywotność oraz potencjał w zakresie spełniania obecnie, jak i w przyszłości, odpowiednich funkcji ekologicznych, gospodarczych i społecznych, na szczeblu lokalnym, krajowym i globalnym, oraz by nie powodować szkód w innych ekosystemach.
	",http://data.europa.eu/esco/isced-f/0821,leśnictwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,globalne standardy sprawozdawczości w zakresie zrównoważonego rozwoju,released,knowledge,sector-specific,,"Globalne standardowe ramy sprawozdawczości, dzięki którym organizacje mogą określić ilościowo i zgłosić wpływ, jaki wywierają w zakresie ochrony środowiska, polityki społecznej i ładu korporacyjnego.
	",http://data.europa.eu/esco/isced-f/0412,"finanse, bankowość i ubezpieczenia"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,prowadzić badania dotyczące procesów klimatycznych,released,skill/competence,cross-sector,,Przeprowadzać badania charakterystycznych zdarzeń zachodzących w atmosferze podczas interakcji i przekształceń różnych składników i warunków atmosferycznych.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,prowadzenie badań naukowych lub rynkowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,minimalizować wpływ na otaczające środowisko,released,skill/competence,occupation-specific,,"Minimalizować marnotrawstwo materiałów i usuwać odpady we właściwy sposób. Minimalizować uszkodzenia roślin, obiektów i okolic.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,obsługa urządzeń rolniczych lub leśnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,mierzyć wpływ określonej działalności w dziedzinie akwakultury,released,skill/competence,sector-specific,,"Identyfikować i mierzyć biologiczny, fizykochemiczny wpływ określonej działalności hodowli akwakultury na środowisko. Przeprowadzać wszelkie niezbędne testy, w tym pobieranie i przetwarzanie próbek do analizy.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,pomiar wymiarów i powiązanych właściwości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,rozwiązania projektowe dotyczące modernizacji budynków,released,skill/competence,sector-specific,projekt planu renowacji budynku | modernizacja budynków,"Dostarczenie produktu zawierającego element lub funkcję, których nie uwzględniono podczas produkcji, lub dodanie elementu, którego dany produkt nie zawierał, gdy został skonstruowany po raz pierwszy. Rozwiązania wykorzystywane w odniesieniu do instalacji nowych systemów w budynkach, takich jak systemy ogrzewania, ale mogą również odnosić się do struktury budynku, na przykład modernizacji izolacji lub szyb zespolonych. Projektować rozwiązania dotyczące modernizacji istniejących budynków mieszkalnych i komercyjnych w celu poprawy ich charakterystyki energetycznej, na przykład dzięki zmniejszeniu zużycia energii i wody. Oceniać zakres dostępnych technologii modernizacji i wybór bardziej odpowiednich na podstawie charakterystyki budynku.",http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1 | http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,projektować szczelność powietrzną budynku | projektować systemy przegród zewnętrznych budynków | projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,ekologia wód,released,knowledge,cross-sector,,"Ekologia wód to badanie organizmów wodnych, ich interakcji, miejsca zamieszkania i wykonywanych przez nie czynności.",http://data.europa.eu/esco/isced-f/0521,nauki o środowisku
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,zapewniać opłacalność procesu produkcji żywności,released,skill/competence,sector-specific,,"Zapewniać, że cały proces produkcji żywności, od odbioru surowców, poprzez produkcję, po wytwarzanie żywności i procesy pakowania, jest opłacalny i wydajny.",http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c | http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49 | http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"optymalizować efektywność praktyk w przetwórstwie spożywczym | pracować w wydajny sposób | organizacja, planowanie i organizacja pracy i działalności"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,proponować alternatywne składniki mieszanki kauczukowej,released,skill/competence,occupation-specific,,"Identyfikować potencjalnie toksyczne składniki mieszanki kauczukowej oraz proponować alternatywne składniki lub mieszanki o podobnej funkcjonalności.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,opracowywanie rozwiązań
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/456f68b4-ca28-4029-a67f-7813b2c6cb4d,etyka żywnościowa,released,knowledge,sector-specific,wartości etyczne żywności | zasady etyki żywności,"Zbiór wartości i zasad etycznych odnoszących się do produkcji, dystrybucji i spożywania żywności. Obejmuje on szerokie spektrum zagadnień odnoszących się m.in. do bezpieczeństwa żywności, zrównoważenia środowiskowego, wrażliwości kulturowej, uczciwych praktyk dotyczących pracy, dobrostanu zwierząt oraz odpowiedzialności społecznej. Rtyka żywnościowa może obejmować zarówno odpowiedzialność zbiorową, jak i odpowiedzialność indywidualną.",http://data.europa.eu/esco/isced-f/0223,filozofia i etyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,prowadzić badania w celu ustalenia najlepszych lokalizacji dla farm wiatrowych,released,skill/competence,sector-specific,,"Przeprowadzać badania na miejscu i korzystać z atlasu wiatru, aby ocenić różne lokalizacje, które mogą być odpowiednie do budowy skupisk turbin wiatrowych, a także przeprowadzać badania kontrolne lokalizacji, aby pomóc w opracowaniu planów budowy.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,wycena terenu lub nieruchomości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,opracowywać strategie rekultywacji obszarów,released,skill/competence,sector-specific,,Przeprowadzać badania terenowe i udzielać porad na temat obszarów z zanieczyszczoną glebą lub wodami gruntowymi w obiektach przemysłowych i kopalniach. Opracowywać metody przechowywania wykopanej gleby. Opracowywać strategie rehabilitacji wyczerpanych terenów górniczych do stanu naturalnego.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,opracowywanie strategii i procedur operacyjnych | opracowywać strategie naprawy szkód w środowisku
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,projekt budynku o niemal zerowym zużyciu energii,released,knowledge,sector-specific,propozycja budynku zeroenergetycznego | projekt budynku o zerowym zużyciu energii | plan budynku o zerowym zużyciu energii | projektowanie budynków energetycznych wero | projekt budynku zeroenergetycznego,"Zasady projektowania i budowania, zgodnie z którymi ilość energii netto zużywanej przez budynek jest równa ilości energii ze źródeł odnawialnych wytworzonej przez sam budynek. Pojęcie to odnosi się do konstrukcji samopodtrzymujących.",http://data.europa.eu/esco/isced-f/0731,architektura i urbanistyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/465af498-53b1-4e04-9f49-7458afb59274,projektować urządzenia do dostarczania mediów,released,skill/competence,sector-specific,,"Projektować sprzęt wykorzystywany do świadczenia usług użyteczności publicznej, takich jak ciepło, para wodna, energia i chłodnictwo, w celu poprawy wydajności i zrównoważenia w dostarczaniu mediów do obiektów i nieruchomości mieszkalnych.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,ograniczać emisje związane z procesem garbowania,released,skill/competence,sector-specific,,"Dostosowywać formę prac wykończeniowych w odniesieniu do każdego rodzaju rynku docelowego dla wyrobów skórzanych, co pozwoli ograniczyć emisje lotnych związków organicznych.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,promować zrównoważy rozwój,released,skill/competence,cross-sector,promować zrównoważony rozwój | wdrażanie marketingu zrównoważonego rozwoju | zachęcać do zrównoważonego rozwoju | rozwijać kampanie na rzecz zrównoważonego rozwoju | orędownik zrównoważonego rozwoju | promowanie zrównoważonego rozwoju,"Promować koncepcję zrównoważonego rozwoju wśród opinii publicznej, współpracowników i innych profesjonalistów poprzez przemówienia, wycieczki z przewodnikiem, pokazy i warsztaty.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promowanie produktów, usług lub programów"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e,inżynieria bezpieczeństwa,released,knowledge,cross-sector,inżynieria bezpieczeństwa procesowego | nauka o bezpieczeństwie,"Badanie ryzyka związanego z konstrukcjami i systemami inżynieryjnymi, zapobiegania wypadkom, a także korzyści dla bezpieczeństwa wynikających z ograniczenia liczby wypadków skutkujących śmiercią lub obrażeniami ciała. Dyscyplina ta koncentruje się na analizie i łagodzeniu potencjalnych zagrożeń w procesach inżynieryjnych.",http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab | http://data.europa.eu/esco/isced-f/0710,"inżynieria zabezpieczeń | nauki inżynieryjno-techniczne, bliżej niezdefiniowane"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29,zarządzać zakładem przetwarzania odpadów,released,skill/competence,occupation-specific,,"Zarządzać działaniami zakładu zajmującego się przetwarzaniem i unieszkodliwianiem odpadów, takimi jak procedury sortowania, recyklingu i przechowywania, zapewniając utrzymanie obiektu i jego wyposażenia oraz przestrzeganie procedur zgodnych z prawem.",http://data.europa.eu/esco/skill/746d4d58-7e6b-417c-a0b3-3f0c44564a2e | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,planować politykę zarządzania obiektami | kierowanie działaniami operacyjnymi | zarządzać odpadami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4817fa29-7e52-41ee-a112-c1454012ca95,dokonywać przeglądu planów budowy zakładów przetwarzania odpadów,released,skill/competence,occupation-specific,,"Ustalać, czy plany nowych zakładów przetwarzania odpadów są zgodne z rozporządzeniami.",http://data.europa.eu/esco/skill/ebbf3488-7d1e-4603-b7d4-938d23bc1af1 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"dokonywać przeglądu planów pod kątem zgodności z pozwoleniami na budowę | monitorowanie, inspekcja i testowanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,przestrzegać polityki w zakresie ochrony środowiska przy przetwarzaniu żywności,released,skill/competence,sector-specific,,"Zapewniać przyjazną środowisku politykę podczas pracy z zasobami naturalnymi, takimi jak mięso, owoce i warzywa. Oznacza to obchodzenie się z zasobami w sposób najbardziej wydajny i przyjazny dla środowiska, jednocześnie próbując minimalizować presję na ekosystem.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | oceniać wpływ osobistych zachowań na środowisko | przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,zmniejszać wpływ produkcji obuwia na środowisko,released,skill/competence,sector-specific,,Oceniać wpływ produkcji obuwia na środowisko i minimalizować zagrożenia dla środowiska. Ograniczać szkodliwe dla środowiska praktyki pracy na różnych etapach produkcji obuwia.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | udzielanie porad w sprawach środowiskowych | oceniać wpływ na środowisko
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,utylizować odpady inne niż niebezpieczne,released,skill/competence,cross-sector,,"Pozbywać się odpadów, które nie stanowią zagrożenia dla zdrowia i bezpieczeństwa w sposób zgodny z procedurami recyklingu i gospodarki odpadami.",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,unieszkodliwianie nieszkodliwych odpadów lub resztek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ac715f8-7c4e-4e78-a96d-2398b8bdc49d,opracowywać plany mieszkalnictwa społecznego,released,skill/competence,cross-sector,planować obiekty budownictwa socjalnego,"Planować budowę mieszkań społecznych, przestrzegając przepisów architektonicznych i zasad planowania urbanistycznego.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,opracowywanie polityk i przepisów
