conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9,kreatywne wykorzystanie technologii cyfrowych,released,skill/competence,cross-sector,twórcze wykorzystanie technologii cyfrowych,Wykorzystanie cyfrowych narzędzi i technologii do tworzenia wiedzy oraz innowacyjnych procesów i produktów. Wspólne i indywidualne angażowanie się w procesy kognitywne w celu zrozumienia i rozwiązania problemów koncepcyjnych i problematycznych sytuacji w środowiskach cyfrowych.,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,rozwiązywanie problemów przy wykorzystaniu narzędzi i sprzętu ICT | wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1abcc511-ba5a-42e0-8d88-7efb39af4c36,obsługiwać automatyczne systemy cięcia wykorzystywane przy produkcji obuwia i wyrobów skórzanych,released,skill/competence,sector-specific,,"Pracować z oprogramowaniem sprzętowym. Dygitalizować i znakować wadliwe obszary skóry w celu uniknięcia powstawania dalszych wad. Ustanawiać ograniczenia zagnieżdżania i cięcia dla każdego wzoru. Pobierać, sortować, ładować wzorce, sprawdzać i ciąć zgodnie z instrukcjami. Dostosowywać parametry maszyn i urządzeń oraz wykonywać proste procedury konserwacji.",http://data.europa.eu/esco/skill/a7956044-f468-4bc1-a83c-a8821b903a09,"obsługa urządzeń do cięcia, szlifowania i gładzenia"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1adec82b-e32b-4acc-bd89-e7d61d387161,realizować nagrania audio,released,skill/competence,occupation-specific,,"Nagrywać materiały, takie jak książki, gazety i materiały edukacyjne w formacie audio. Wzbogacać teksty pisemne przez dodanie uzupełnień lub udostępnienie ich osobom niedowidzącym.",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,obsługa sprzętu audiowizualnego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b2889c2-154d-4e5f-b7d1-bd1f07df86ab,tworzyć animowane historie,released,skill/competence,sector-specific,,"Opracowywać animowane sekwencje narracyjne i scenariusze historii, wykorzystując oprogramowanie komputerowe i techniki rysunku ręcznego.",http://data.europa.eu/esco/skill/5f782745-6382-4873-b415-8fb91c705b03 | http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,tworzyć obrazy cyfrowe | tworzenie wzorów lub przedstawień artystycznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,stosować techniki przetwarzania danych,released,skill/competence,cross-sector,,"Gromadzić, przetwarzać i analizować istotne dane i informacje, odpowiednio przechowywać i aktualizować dane oraz przedstawiać liczby i dane za pomocą wykresów i schematów statystycznych.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"myśleć krytycznie | analiza danych, informacji i treści cyfrowych | korzystać z baz danych | przechowywać dane i systemy cyfrowe | zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,released,knowledge,sector-specific,,"Język komputerowy MDX jest językiem zapytań w celu wyszukiwania informacji z bazy danych i dokumentów zawierających potrzebne informacje. Jest on opracowywany przez firmę zajmującą się oprogramowaniem, Microsoft.",http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,języki zapytań | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,architektura informacji,released,knowledge,sector-specific,,"Metody generowania, organizowania, przechowywania, zachowywania, łączenia, wymiany i wykorzystywania informacji.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1bc718b6-ed90-4a9d-9fa7-8cec928a4581,korzystać z oprogramowania z pakietu do pracy twórczej,released,skill/competence,occupation-specific,korzystać z oprogramowania z pakietu typu Creative Suite,"Korzystać z pakietów oprogramowania do pracy twórczej, takich jak „Adobe”, aby wspomóc projektowanie graficzne.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,wykorzystywanie narzędzi cyfrowych do przetwarzania dźwięku i obrazu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,podstawy animacji,released,knowledge,sector-specific,,"Zasady animacji 2D i 3D, takie jak ruch ciała, kinematyka, przeregulowanie, antycypacja, squash i stretch.",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,bezpieczeństwo i zgodność z przepisami w chmurze,released,knowledge,sector-specific,,"Koncepty bezpieczeństwa i zgodności z przepisami w chmurze, w tym model współodpowiedzialności, zdolności w zakresie zarządzania dostępem do chmury oraz zasoby na potrzeby wspierania bezpieczeństwa.
	",http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0 | http://data.europa.eu/esco/isced-f/0612,technologie chmurowe | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c43679a-c6fc-4b42-bb8b-452a34ae9b73,korzystać z oprogramowania do chromatografii,released,skill/competence,sector-specific,,"Korzystać z systemu danych do chromatografii, który gromadzi i analizuje wyniki chromatografii.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c7fbce8-741b-416a-8b34-f9900e0ddd52,Shiva (systemy tworzenia gier cyfrowych),released,knowledge,sector-specific,,"Urządzenie do gry międzyplatformowej, które stanowi ramy oprogramowania złożonego ze zintegrowanego środowiska rozwoju i specjalistycznych narzędzi projektowych przeznaczonych do szybkich iteracji gier komputerowych pochodzących od użytkownika. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemy tworzenia gier cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8327dd-9af0-4124-9c4e-0342d90189d4,opracowywać systemy wytwarzania produktów leczniczych,released,skill/competence,cross-sector,,"Opracowywać systemy kontroli produkcji, które obejmują wszystkie procesy, począwszy od procesu produkcji farmaceutycznej, aż po zarządzanie zapasami produktów farmaceutycznych, w celu zapewnienia odpowiednich warunków rozwoju pakietów oprogramowania dla zakładów farmaceutycznych.",http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"projektować proces | projektowanie materiałów, systemów lub produktów przemysłowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8658c0-8f1e-4bf1-8e81-0a3a6033847e,podłączać czujniki bezpieczeństwa,released,skill/competence,sector-specific,,"Podłączać przewody z właściwych punktów kontaktowych w różnych czujnikach bezpieczeństwa do panelu sterowania. Upewnić się, że plan okablowania dla panelu sterowania jest jasny i efektywny.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"montaż i naprawa urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ce4cddd-4a74-458e-a2d4-152ca939475a,OWASP ZAP,released,knowledge,sector-specific,,"Zintegrowane narzędzie do testowania OWASP Zed Attack Proxy (ZAP) jest specjalistycznym narzędziem, które testuje słabe strony zabezpieczeń aplikacji internetowych w oparciu o automatyczny skaner i REST API.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,tworzenie i analizowanie oprogramowania i aplikacji | narzędzie do testów penetracyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650,"analiza danych, informacji i treści cyfrowych",released,skill/competence,cross-sector,,"Analiza, porównywanie i krytyczna ocena wiarygodności i rzetelności źródeł danych, informacji i treści cyfrowych. Analizować, interpretować i krytycznie oceniać dane, informacje i treści cyfrowe.",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,przetwarzanie danych cyfrowych | analiza i ocena informacji i danych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,wdrażanie rozwiązania,released,knowledge,sector-specific,,"Technologie i normy, które mają być stosowane podczas instalacji, wdrażania i utrzymania cech oprogramowania.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,oprogramowanie Drupal,released,knowledge,sector-specific,,"Internetowy system oprogramowania typu open source napisany w języku PHP, stosowany do tworzenia, edytowania, publikowania i archiwizowania blogów, artykułów, stron internetowych lub komunikatów prasowych, który wymaga wyższego poziomu wiedzy technicznej na temat HTML, CSS i PHP.",http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e | http://data.europa.eu/esco/isced-f/0613,WebCMS | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,zarządzać zmianami w systemie ICT,released,skill/competence,sector-specific,kierować zmianami w systemie ICT | administrować zmianami w systemie ICT | aktualizować system ICT | zarządzać zmianami w systemie teleinformatycznym,"Planować, wdrażać i monitorować zmiany i modernizację systemu. Utrzymywać wcześniejsze wersje systemu. Przywracać, w razie potrzeby, bezpieczną, starszą wersję systemu.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,utrzymywać system ICT | wdrażać systemy ICT | praca z wykorzystaniem komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ebc1454-b6cb-4e45-a96a-17399961ad39,zarządzać technicznymi systemami bezpieczeństwa,released,skill/competence,occupation-specific,,"Sprawdzać funkcjonowanie technicznych systemów bezpieczeństwa, takich jak kamery, czytniki identyfikatorów lub aparaty rentgenowskie.",http://data.europa.eu/esco/skill/865ccba0-e1a2-402c-9641-d23a4acac6ea | http://data.europa.eu/esco/skill/2abfac2e-ad51-49fd-bbed-34953c95ab20 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,zarządzać wyposażeniem ochrony | nadzorować proces planowania systemów bezpieczeństwa | ochrona urządzeń ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,identyfikowanie możliwości związanych z innowacjami dotyczącymi łańcucha bloków,released,skill/competence,sector-specific,wykorzystaj blockchain do napędzania innowacji | analizuj innowacje biznesowe oparte na blockchain,"Identyfikowanie możliwości związanych z innowacjami dotyczącymi łańcucha bloków przez wprowadzanie rozwiązań bazujących na łańcuchu bloków, zarówno w określonym sektorze, jak i w szeregu różnych sektorów. Rozumienie korzystnego wpływu najistotniejszych właściwości łańcucha bloków, tj. przejrzystości i bezpieczeństwa, na innowacje.",http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,identyfikacja możliwości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,rozwiązywać problemy związane z hazardem za pomocą środków cyfrowych,released,skill/competence,sector-specific,,"Wykorzystywać zasoby teleinformatyczne (ICT), narzędzia i kompetencje w celu rozwiązywania problemów związanych z grami hazardowymi, zakładami, loteriami, w tym problemów związanych z działaniem gier.",http://data.europa.eu/esco/skill/5d1f71c1-fe52-4ade-b43d-5fc85ee16ad3 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,zarządzać działalnością przedsiębiorstwa hazardowego | rozwiązywanie problemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927,obsługiwać panele kontrolne,released,skill/competence,occupation-specific,,"Wykorzystywać panele kontrolne do sterowania mechanizmami, takimi jak bramki automatyczne lub maszyny.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,wykorzystywanie narzędzi cyfrowych do kontrolowania maszyn
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fc03dc8-0ee0-4876-83ec-86e0bfcb3876,finansowanie społecznościowe,released,knowledge,cross-sector,,"Proces zbierania pieniędzy za pośrednictwem internetu w celu sfinansowania projektu lub działalności, z wykorzystaniem cyfrowych strategii umożliwiających zebranie niewielkich kwot od dużej grupy sponsorów.
   ",http://data.europa.eu/esco/isced-f/0413,zarządzanie i administracja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,released,knowledge,sector-specific,,"Techniki i zasady programowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w Angular.
   ",http://data.europa.eu/esco/isced-f/0613,tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1,korzystać ze specjalistycznych modeli komputerowych do prognozowania pogody,released,skill/competence,cross-sector,,"Tworzyć krótko- i długoterminową prognozę pogody, stosując fizyczne i matematyczne formuły; rozumieć specjalistyczne aplikacje modelowania komputerowego.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,instalować sprzęt dźwiękowy,released,skill/competence,sector-specific,,Instalować sprzęt do rejestracji dźwięku. Sprawdzać akustykę i dokonywać korekt.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,obsługa sprzętu audiowizualnego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,być na bieżąco z najnowszymi rozwiązaniami w zakresie systemów informacyjnych,released,skill/competence,sector-specific,gromadzić najnowsze informacje dotyczące systemów informacyjnych | być na bieżąco z tendencjami w systemach informacyjnych | orientować się w najnowszych rozwiązaniach w zakresie systemów informacyjnych | być na bieżąco z najnowszymi systemami informacyjnymi,"Gromadzić najnowsze informacje na temat istniejących rozwiązań w zakresie systemów informacyjnych, obejmujących oprogramowanie i sprzęt, a także elementy sieci.",http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b | http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,wykazywać gotowość uczenia się | monitorowanie nowości w obszarze kompetencji
